"","GO","evidence","gene"
"3336","GO:0006836","ISS","LOC105837816"
"3337","GO:0006836","ISS","LOC105837819"
"3338","GO:0042073","ISS","LOC105837820"
"3339","GO:0006821","ISS","LOC105837826"
"3340","GO:0055085","ISS","LOC105837826"
"3341","GO:0007186","ISS","LOC105837832"
"3342","GO:0008152","ISS","LOC105837841"
"3343","GO:0055114","ISS","LOC105837841"
"3344","GO:0055114","ISS","LOC105837841"
"3345","GO:0007186","ISS","LOC105837843"
"3346","GO:0008272","ISS","LOC105837842"
"3347","GO:0006508","ISS","LOC105837850"
"3348","GO:0055085","ISS","LOC105837858"
"3349","GO:0055085","ISS","LOC105837858"
"3350","GO:0006471","ISS","LOC105837880"
"3351","GO:0006520","ISS","LOC105837866"
"3352","GO:0019752","ISS","LOC105837866"
"3353","GO:0006260","ISS","LOC105837878"
"3354","GO:0006355","ISS","LOC105837877"
"3355","GO:0006810","ISS","LOC105837884"
"3356","GO:0006629","ISS","LOC105837893"
"3357","GO:0006508","ISS","LOC105837902"
"3358","GO:0006508","ISS","LOC105837901"
"3359","GO:0006813","ISS","LOC105837897"
"3360","GO:0006814","ISS","LOC105837897"
"3361","GO:0006813","ISS","LOC105837899"
"3362","GO:0006814","ISS","LOC105837899"
"3363","GO:0055114","ISS","LOC105837910"
"3364","GO:0055114","ISS","LOC105837910"
"3365","GO:0009058","ISS","LOC105837912"
"3366","GO:0006281","ISS","LOC105837924"
"3367","GO:0007154","ISS","LOC105837933"
"3368","GO:0007154","ISS","LOC105837933"
"3369","GO:0055085","ISS","LOC105837933"
"3370","GO:0055085","ISS","LOC105837933"
"3371","GO:0006396","ISS","LOC105837935"
"3372","GO:0006508","ISS","LOC105837936"
"3373","GO:0007010","ISS","LOC105837937"
"3374","GO:0051603","ISS","LOC105837945"
"3375","GO:0006631","ISS","LOC105837947"
"3376","GO:0055114","ISS","LOC105837947"
"3377","GO:0008152","ISS","LOC105837947"
"3378","GO:0038032","ISS","LOC105837950"
"3379","GO:0007608","ISS","LOC105837982"
"3380","GO:0007608","ISS","LOC105837982"
"3381","GO:0032259","ISS","LOC105837986"
"3382","GO:0006364","ISS","LOC105837986"
"3383","GO:0007156","ISS","LOC105837990"
"3384","GO:0007156","ISS","LOC105837990"
"3385","GO:0007156","ISS","LOC105837990"
"3386","GO:0007156","ISS","LOC105837990"
"3387","GO:0007156","ISS","LOC105837990"
"3388","GO:0007156","ISS","LOC105837990"
"3389","GO:0007156","ISS","LOC105837990"
"3390","GO:0007156","ISS","LOC105837990"
"3391","GO:0007156","ISS","LOC105837990"
"3392","GO:0007156","ISS","LOC105837990"
"3393","GO:0007156","ISS","LOC105837990"
"3394","GO:0007156","ISS","LOC105837990"
"3395","GO:0007156","ISS","LOC105837990"
"3396","GO:0007156","ISS","LOC105837990"
"3397","GO:0007156","ISS","LOC105837990"
"3398","GO:0007156","ISS","LOC105837990"
"3399","GO:0007156","ISS","LOC105837990"
"3400","GO:0007156","ISS","LOC105837990"
"3401","GO:0007156","ISS","LOC105837990"
"3402","GO:0007156","ISS","LOC105837990"
"3403","GO:0007156","ISS","LOC105837990"
"3404","GO:0007156","ISS","LOC105837990"
"3405","GO:0007156","ISS","LOC105837990"
"3406","GO:0007156","ISS","LOC105837990"
"3407","GO:0007156","ISS","LOC105837990"
"3408","GO:0007156","ISS","LOC105837990"
"3409","GO:0007156","ISS","LOC105837990"
"3410","GO:0007156","ISS","LOC105837990"
"3411","GO:0007156","ISS","LOC105837990"
"3412","GO:0006457","ISS","LOC105837991"
"3413","GO:0006950","ISS","LOC105837991"
"3414","GO:0007608","ISS","LOC105837995"
"3415","GO:0007608","ISS","LOC105837993"
"3416","GO:0007608","ISS","LOC105837994"
"3417","GO:0009166","ISS","LOC105838003"
"3418","GO:0006355","ISS","LOC105838012"
"3419","GO:0006355","ISS","LOC105838030"
"3420","GO:0006886","ISS","LOC105838025"
"3421","GO:0055085","ISS","LOC105838026"
"3422","GO:0055085","ISS","LOC105838026"
"3423","GO:0008152","ISS","LOC105838029"
"3424","GO:0008152","ISS","LOC105838028"
"3425","GO:0008152","ISS","LOC105838027"
"3426","GO:0007165","ISS","LOC105838046"
"3427","GO:0007018","ISS","LOC105838045"
"3428","GO:0009311","ISS","LOC105838053"
"3429","GO:0006508","ISS","LOC105838054"
"3430","GO:0009058","ISS","LOC105838058"
"3431","GO:0055114","ISS","LOC105838063"
"3432","GO:0055114","ISS","LOC105838063"
"3433","GO:0055114","ISS","LOC105838064"
"3434","GO:0055114","ISS","LOC105838064"
"3435","GO:0006468","ISS","LOC105838065"
"3436","GO:0005975","ISS","LOC105838078"
"3437","GO:0007608","ISS","LOC105838067"
"3438","GO:0007608","ISS","LOC105838067"
"3439","GO:0000398","ISS","LOC105838081"
"3440","GO:0006470","ISS","LOC105838082"
"3441","GO:0006470","ISS","LOC105838082"
"3442","GO:0006355","ISS","LOC105838086"
"3443","GO:0055114","ISS","LOC105838107"
"3444","GO:0008152","ISS","LOC105838115"
"3445","GO:0055114","ISS","LOC105838115"
"3446","GO:0055114","ISS","LOC105838115"
"3447","GO:0008152","ISS","LOC105838111"
"3448","GO:0007165","ISS","LOC105838114"
"3449","GO:0006508","ISS","LOC105838141"
"3450","GO:0007010","ISS","LOC105838144"
"3451","GO:0006303","ISS","LOC105838146"
"3452","GO:0006468","ISS","LOC105838151"
"3453","GO:0007608","ISS","LOC105838160"
"3454","GO:0007608","ISS","LOC105838158"
"3455","GO:0006629","ISS","LOC105838166"
"3456","GO:0009190","ISS","LOC105838162"
"3457","GO:0035556","ISS","LOC105838162"
"3458","GO:0006468","ISS","LOC105838162"
"3459","GO:0032012","ISS","LOC105838172"
"3460","GO:0032012","ISS","LOC105838173"
"3461","GO:0006810","ISS","LOC105838192"
"3462","GO:0006811","ISS","LOC105838192"
"3463","GO:0006810","ISS","LOC105838191"
"3464","GO:0006811","ISS","LOC105838191"
"3465","GO:0051260","ISS","LOC105838196"
"3466","GO:0006811","ISS","LOC105838196"
"3467","GO:0055085","ISS","LOC105838196"
"3468","GO:0007186","ISS","LOC105838203"
"3469","GO:0007186","ISS","LOC105838203"
"3470","GO:0007186","ISS","LOC105838202"
"3471","GO:0007186","ISS","LOC105838202"
"3472","GO:0032012","ISS","LOC105838213"
"3473","GO:0000413","ISS","LOC105838226"
"3474","GO:0006457","ISS","LOC105838226"
"3475","GO:0006355","ISS","LOC105838247"
"3476","GO:0055114","ISS","LOC105838250"
"3477","GO:0055114","ISS","LOC105838250"
"3478","GO:0006486","ISS","LOC105838281"
"3479","GO:0006811","ISS","LOC105838285"
"3480","GO:0055085","ISS","LOC105838285"
"3481","GO:0007050","ISS","LOC105838292"
"3482","GO:0007264","ISS","LOC105838296"
"3483","GO:0006468","ISS","LOC105838310"
"3484","GO:0007608","ISS","LOC105838315"
"3485","GO:0006260","ISS","LOC105838318"
"3486","GO:0006281","ISS","LOC105838318"
"3487","GO:0006508","ISS","LOC105838322"
"3488","GO:0006629","ISS","LOC105838328"
"3489","GO:0055085","ISS","LOC105838330"
"3490","GO:0055085","ISS","LOC105838330"
"3491","GO:0055085","ISS","LOC105838330"
"3492","GO:0038032","ISS","LOC105838343"
"3493","GO:0008152","ISS","LOC105838335"
"3494","GO:0007156","ISS","LOC105838345"
"3495","GO:0007156","ISS","LOC105838345"
"3496","GO:0007156","ISS","LOC105838345"
"3497","GO:0007156","ISS","LOC105838345"
"3498","GO:0007156","ISS","LOC105838345"
"3499","GO:0007156","ISS","LOC105838345"
"3500","GO:0007156","ISS","LOC105838345"
"3501","GO:0007156","ISS","LOC105838345"
"3502","GO:0007156","ISS","LOC105838345"
"3503","GO:0007156","ISS","LOC105838345"
"3504","GO:0007156","ISS","LOC105838345"
"3505","GO:0009190","ISS","LOC105838352"
"3506","GO:0035556","ISS","LOC105838352"
"3507","GO:0009190","ISS","LOC105838352"
"3508","GO:0035556","ISS","LOC105838352"
"3509","GO:0051260","ISS","LOC105838359"
"3510","GO:0006811","ISS","LOC105838359"
"3511","GO:0055085","ISS","LOC105838359"
"3512","GO:0005975","ISS","LOC105838363"
"3513","GO:0006013","ISS","LOC105838363"
"3514","GO:0055114","ISS","LOC105838366"
"3515","GO:0071929","ISS","LOC105838369"
"3516","GO:0055114","ISS","LOC105838367"
"3517","GO:0055114","ISS","LOC105838367"
"3518","GO:0006511","ISS","LOC105838410"
"3519","GO:0005975","ISS","LOC105838417"
"3520","GO:0006779","ISS","LOC105838426"
"3521","GO:0055114","ISS","LOC105838426"
"3522","GO:0046488","ISS","LOC105838418"
"3523","GO:0035556","ISS","LOC105838418"
"3524","GO:0006412","ISS","LOC105838438"
"3525","GO:0055114","ISS","LOC105838440"
"3526","GO:0055114","ISS","LOC105838440"
"3527","GO:0005975","ISS","LOC105838441"
"3528","GO:0006464","ISS","LOC105838443"
"3529","GO:0015031","ISS","LOC105838443"
"3530","GO:0055114","ISS","LOC105838446"
"3531","GO:0032259","ISS","LOC105838447"
"3532","GO:0055114","ISS","LOC105838458"
"3533","GO:0055114","ISS","LOC105838458"
"3534","GO:0006886","ISS","LOC105838470"
"3535","GO:0006888","ISS","LOC105838470"
"3536","GO:0006886","ISS","LOC105838470"
"3537","GO:0006888","ISS","LOC105838470"
"3538","GO:0006886","ISS","LOC105838470"
"3539","GO:0006888","ISS","LOC105838470"
"3540","GO:0000103","ISS","LOC105838468"
"3541","GO:0006807","ISS","LOC105838474"
"3542","GO:0006542","ISS","LOC105838474"
"3543","GO:0006807","ISS","LOC105838474"
"3544","GO:0006281","ISS","LOC105838485"
"3545","GO:0006310","ISS","LOC105838485"
"3546","GO:0006281","ISS","LOC105838485"
"3547","GO:0006310","ISS","LOC105838485"
"3548","GO:0006281","ISS","LOC105838485"
"3549","GO:0006310","ISS","LOC105838485"
"3550","GO:0006355","ISS","LOC105838488"
"3551","GO:0006355","ISS","LOC105838488"
"3552","GO:0006355","ISS","LOC105838488"
"3553","GO:0006355","ISS","LOC105838488"
"3554","GO:0006355","ISS","LOC105838488"
"3555","GO:0006352","ISS","LOC105838498"
"3556","GO:0006139","ISS","LOC105838497"
"3557","GO:0005975","ISS","LOC105838491"
"3558","GO:0006468","ISS","LOC105838493"
"3559","GO:0006468","ISS","LOC105838493"
"3560","GO:0006418","ISS","LOC105838505"
"3561","GO:0006810","ISS","LOC105838502"
"3562","GO:0006537","ISS","LOC105838501"
"3563","GO:0055114","ISS","LOC105838501"
"3564","GO:0006807","ISS","LOC105838501"
"3565","GO:0055114","ISS","LOC105838501"
"3566","GO:0008152","ISS","LOC105838501"
"3567","GO:0055114","ISS","LOC105838501"
"3568","GO:0006487","ISS","LOC105838514"
"3569","GO:0001682","ISS","LOC105838516"
"3570","GO:0006396","ISS","LOC105838516"
"3571","GO:0006777","ISS","LOC105838509"
"3572","GO:0006351","ISS","LOC105838510"
"3573","GO:0007186","ISS","LOC105838519"
"3574","GO:0006412","ISS","LOC105838533"
"3575","GO:0008033","ISS","LOC105838524"
"3576","GO:0055114","ISS","LOC105838527"
"3577","GO:0006355","ISS","LOC105838545"
"3578","GO:0008152","ISS","LOC105838558"
"3579","GO:0055085","ISS","LOC105838553"
"3580","GO:0055085","ISS","LOC105838553"
"3581","GO:0055085","ISS","LOC105838553"
"3582","GO:0006821","ISS","LOC105838550"
"3583","GO:0055085","ISS","LOC105838550"
"3584","GO:0006821","ISS","LOC105838550"
"3585","GO:0055085","ISS","LOC105838550"
"3586","GO:0008152","ISS","LOC105838554"
"3587","GO:0055114","ISS","LOC105838554"
"3588","GO:0006508","ISS","LOC105838565"
"3589","GO:0008152","ISS","LOC105838577"
"3590","GO:0007155","ISS","LOC105838585"
"3591","GO:0007186","ISS","LOC105838583"
"3592","GO:0007186","ISS","LOC105838581"
"3593","GO:0007264","ISS","LOC105838580"
"3594","GO:0035023","ISS","LOC105838590"
"3595","GO:0050909","ISS","LOC105838596"
"3596","GO:0050909","ISS","LOC105838596"
"3597","GO:0050909","ISS","LOC105838596"
"3598","GO:0055085","ISS","LOC105838603"
"3599","GO:0050909","ISS","LOC105838615"
"3600","GO:0055114","ISS","LOC105838612"
"3601","GO:0006355","ISS","LOC105838609"
"3602","GO:0006355","ISS","LOC105838609"
"3603","GO:0005975","ISS","LOC105838622"
"3604","GO:0009190","ISS","LOC105838640"
"3605","GO:0035556","ISS","LOC105838640"
"3606","GO:0009190","ISS","LOC105838640"
"3607","GO:0035556","ISS","LOC105838640"
"3608","GO:0006171","ISS","LOC105838640"
"3609","GO:0006508","ISS","LOC105838648"
"3610","GO:0009072","ISS","LOC105838644"
"3611","GO:0008152","ISS","LOC105838644"
"3612","GO:0019752","ISS","LOC105838651"
"3613","GO:0006468","ISS","LOC105838661"
"3614","GO:0055114","ISS","LOC105838669"
"3615","GO:0055114","ISS","LOC105838669"
"3616","GO:0055114","ISS","LOC105838672"
"3617","GO:0006412","ISS","LOC105838678"
"3618","GO:0006412","ISS","LOC105838678"
"3619","GO:0006468","ISS","LOC105838690"
"3620","GO:0006886","ISS","LOC105838691"
"3621","GO:0015684","ISS","LOC105838697"
"3622","GO:0006468","ISS","LOC105838698"
"3623","GO:0006468","ISS","LOC105838698"
"3624","GO:0006508","ISS","LOC105838719"
"3625","GO:0006508","ISS","LOC105838719"
"3626","GO:0010508","ISS","LOC105838713"
"3627","GO:0006418","ISS","LOC105838714"
"3628","GO:0006418","ISS","LOC105838720"
"3629","GO:0006508","ISS","LOC105838725"
"3630","GO:0006024","ISS","LOC105838726"
"3631","GO:0015012","ISS","LOC105838726"
"3632","GO:0030001","ISS","LOC105838736"
"3633","GO:0055085","ISS","LOC105838736"
"3634","GO:0007018","ISS","LOC105838737"
"3635","GO:0055114","ISS","LOC105838740"
"3636","GO:0055114","ISS","LOC105838740"
"3637","GO:0055114","ISS","LOC105838744"
"3638","GO:0050909","ISS","LOC105838745"
"3639","GO:0006820","ISS","LOC105838746"
"3640","GO:0006820","ISS","LOC105838746"
"3641","GO:0006820","ISS","LOC105838746"
"3642","GO:0006468","ISS","LOC105838757"
"3643","GO:0055114","ISS","LOC105838765"
"3644","GO:0006355","ISS","LOC105838768"
"3645","GO:0051726","ISS","LOC105838781"
"3646","GO:0051726","ISS","LOC105838781"
"3647","GO:0006811","ISS","LOC105838785"
"3648","GO:0055085","ISS","LOC105838785"
"3649","GO:0055085","ISS","LOC105838790"
"3650","GO:0006508","ISS","LOC105838792"
"3651","GO:0008152","ISS","LOC105838793"
"3652","GO:0006904","ISS","LOC105838802"
"3653","GO:0016192","ISS","LOC105838802"
"3654","GO:0007186","ISS","LOC105838822"
"3655","GO:0007275","ISS","LOC105838834"
"3656","GO:0016055","ISS","LOC105838834"
"3657","GO:0007275","ISS","LOC105838833"
"3658","GO:0016055","ISS","LOC105838833"
"3659","GO:0007018","ISS","LOC105838843"
"3660","GO:0030071","ISS","LOC105838835"
"3661","GO:0006629","ISS","LOC105838836"
"3662","GO:0006468","ISS","LOC105838849"
"3663","GO:0006468","ISS","LOC105838849"
"3664","GO:0006468","ISS","LOC105838852"
"3665","GO:0048013","ISS","LOC105838852"
"3666","GO:0008033","ISS","LOC105838855"
"3667","GO:0055114","ISS","LOC105838855"
"3668","GO:0055085","ISS","LOC105838873"
"3669","GO:0055085","ISS","LOC105838873"
"3670","GO:0006355","ISS","LOC105838874"
"3671","GO:0006529","ISS","LOC105838894"
"3672","GO:0008152","ISS","LOC105838894"
"3673","GO:0008152","ISS","LOC105838894"
"3674","GO:0006508","ISS","LOC105838889"
"3675","GO:0006508","ISS","LOC105838889"
"3676","GO:0006915","ISS","LOC105838886"
"3677","GO:0032465","ISS","LOC105838886"
"3678","GO:0006275","ISS","LOC105838901"
"3679","GO:0006275","ISS","LOC105838901"
"3680","GO:0055114","ISS","LOC105838915"
"3681","GO:0055114","ISS","LOC105838933"
"3682","GO:0055114","ISS","LOC105838938"
"3683","GO:0055085","ISS","LOC105838940"
"3684","GO:0055085","ISS","LOC105838940"
"3685","GO:0006367","ISS","LOC105838943"
"3686","GO:0055114","ISS","LOC105838942"
"3687","GO:0006164","ISS","LOC105838947"
"3688","GO:0006177","ISS","LOC105838947"
"3689","GO:0006164","ISS","LOC105838947"
"3690","GO:0006177","ISS","LOC105838947"
"3691","GO:0016043","ISS","LOC105838951"
"3692","GO:0030036","ISS","LOC105838951"
"3693","GO:0006750","ISS","LOC105838958"
"3694","GO:0007165","ISS","LOC105838970"
"3695","GO:0005975","ISS","LOC105838987"
"3696","GO:0006030","ISS","LOC105838987"
"3697","GO:0006030","ISS","LOC105838987"
"3698","GO:0008152","ISS","LOC105838981"
"3699","GO:0008152","ISS","LOC105838981"
"3700","GO:0005991","ISS","LOC105838980"
"3701","GO:0006260","ISS","LOC105838988"
"3702","GO:0055085","ISS","LOC105839009"
"3703","GO:0055085","ISS","LOC105839009"
"3704","GO:0033014","ISS","LOC105839004"
"3705","GO:0033014","ISS","LOC105839004"
"3706","GO:0008152","ISS","LOC105839002"
"3707","GO:0006355","ISS","LOC105839000"
"3708","GO:0006508","ISS","LOC105839012"
"3709","GO:0006810","ISS","LOC105839020"
"3710","GO:0055085","ISS","LOC105839020"
"3711","GO:0006810","ISS","LOC105839020"
"3712","GO:0055085","ISS","LOC105839020"
"3713","GO:0003333","ISS","LOC105839020"
"3714","GO:0006418","ISS","LOC105839041"
"3715","GO:0006508","ISS","LOC105839042"
"3716","GO:0006812","ISS","LOC105839055"
"3717","GO:0055085","ISS","LOC105839055"
"3718","GO:0007186","ISS","LOC105839061"
"3719","GO:0044262","ISS","LOC105839063"
"3720","GO:0008152","ISS","LOC105839063"
"3721","GO:0006468","ISS","LOC105839067"
"3722","GO:0006814","ISS","LOC105839074"
"3723","GO:0006811","ISS","LOC105839074"
"3724","GO:0055085","ISS","LOC105839074"
"3725","GO:0006811","ISS","LOC105839074"
"3726","GO:0055085","ISS","LOC105839074"
"3727","GO:0006811","ISS","LOC105839074"
"3728","GO:0055085","ISS","LOC105839074"
"3729","GO:0006811","ISS","LOC105839074"
"3730","GO:0055085","ISS","LOC105839074"
"3731","GO:0007186","ISS","LOC105839083"
"3732","GO:0007186","ISS","LOC105839083"
"3733","GO:0006468","ISS","LOC105839085"
"3734","GO:0006468","ISS","LOC105839087"
"3735","GO:0006810","ISS","LOC105839090"
"3736","GO:0006811","ISS","LOC105839090"
"3737","GO:0006810","ISS","LOC105839089"
"3738","GO:0006811","ISS","LOC105839089"
"3739","GO:0007186","ISS","LOC105839094"
"3740","GO:0008152","ISS","LOC105839096"
"3741","GO:0006869","ISS","LOC105839100"
"3742","GO:0007160","ISS","LOC105839104"
"3743","GO:0007018","ISS","LOC105839103"
"3744","GO:0055085","ISS","LOC105839119"
"3745","GO:0055085","ISS","LOC105839119"
"3746","GO:0055085","ISS","LOC105839119"
"3747","GO:0055085","ISS","LOC105839119"
"3748","GO:0006281","ISS","LOC105839126"
"3749","GO:0006281","ISS","LOC105839126"
"3750","GO:0009058","ISS","LOC105839128"
"3751","GO:0006355","ISS","LOC105839134"
"3752","GO:0043401","ISS","LOC105839134"
"3753","GO:0006479","ISS","LOC105839136"
"3754","GO:0006886","ISS","LOC105839132"
"3755","GO:0006886","ISS","LOC105839132"
"3756","GO:0007186","ISS","LOC105839141"
"3757","GO:0006355","ISS","LOC105839149"
"3758","GO:0007165","ISS","LOC105839152"
"3759","GO:0006418","ISS","LOC105839159"
"3760","GO:0007186","ISS","LOC105839168"
"3761","GO:0005975","ISS","LOC105839179"
"3762","GO:0006418","ISS","LOC105839181"
"3763","GO:0006418","ISS","LOC105839181"
"3764","GO:0006419","ISS","LOC105839180"
"3765","GO:0043039","ISS","LOC105839180"
"3766","GO:0006508","ISS","LOC105839200"
"3767","GO:0055085","ISS","LOC105839209"
"3768","GO:0055085","ISS","LOC105839209"
"3769","GO:0045454","ISS","LOC105839210"
"3770","GO:0007155","ISS","LOC105839223"
"3771","GO:0007155","ISS","LOC105839216"
"3772","GO:0006355","ISS","LOC105839224"
"3773","GO:0006468","ISS","LOC105839231"
"3774","GO:0006468","ISS","LOC105839240"
"3775","GO:0006412","ISS","LOC105839243"
"3776","GO:0006024","ISS","LOC105839250"
"3777","GO:0015012","ISS","LOC105839250"
"3778","GO:0006812","ISS","LOC105839248"
"3779","GO:0055085","ISS","LOC105839248"
"3780","GO:0006432","ISS","LOC105839258"
"3781","GO:0006355","ISS","LOC105839266"
"3782","GO:0006468","ISS","LOC105839281"
"3783","GO:0007005","ISS","LOC105839280"
"3784","GO:0055114","ISS","LOC105839290"
"3785","GO:0006024","ISS","LOC105839326"
"3786","GO:0006355","ISS","LOC105839329"
"3787","GO:0006810","ISS","LOC105839323"
"3788","GO:0006811","ISS","LOC105839323"
"3789","GO:0007156","ISS","LOC105839332"
"3790","GO:0007156","ISS","LOC105839332"
"3791","GO:0007156","ISS","LOC105839332"
"3792","GO:0007156","ISS","LOC105839332"
"3793","GO:0007156","ISS","LOC105839332"
"3794","GO:0007156","ISS","LOC105839332"
"3795","GO:0007156","ISS","LOC105839332"
"3796","GO:0007156","ISS","LOC105839332"
"3797","GO:0007156","ISS","LOC105839332"
"3798","GO:0007156","ISS","LOC105839332"
"3799","GO:0007156","ISS","LOC105839332"
"3800","GO:0007156","ISS","LOC105839332"
"3801","GO:0007156","ISS","LOC105839332"
"3802","GO:0019752","ISS","LOC105839334"
"3803","GO:0006468","ISS","LOC105839341"
"3804","GO:0005975","ISS","LOC105839346"
"3805","GO:0005975","ISS","LOC105839346"
"3806","GO:0005975","ISS","LOC105839347"
"3807","GO:0005975","ISS","LOC105839347"
"3808","GO:0008299","ISS","LOC105839348"
"3809","GO:0006812","ISS","LOC105839356"
"3810","GO:0032259","ISS","LOC105839351"
"3811","GO:0006464","ISS","LOC105839368"
"3812","GO:0007186","ISS","LOC105839382"
"3813","GO:0007155","ISS","LOC105839383"
"3814","GO:0006376","ISS","LOC105839392"
"3815","GO:0006413","ISS","LOC105839389"
"3816","GO:0006413","ISS","LOC105839389"
"3817","GO:0006904","ISS","LOC105839390"
"3818","GO:0016192","ISS","LOC105839390"
"3819","GO:0005975","ISS","LOC105839413"
"3820","GO:0038032","ISS","LOC105839424"
"3821","GO:0006164","ISS","LOC105839417"
"3822","GO:0045454","ISS","LOC105839433"
"3823","GO:0006508","ISS","LOC105839436"
"3824","GO:0007186","ISS","LOC105839444"
"3825","GO:0006511","ISS","LOC105839446"
